Company,Origin,REF,Review Date,Cocoa Percent,Location,Rating
"Chocolate Tree, The",Peru,919,2012,68%,Scotland,2.75
"Chocolate Tree, The",Madagascar,919,2012,72%,Scotland,3.25
Chocolats Privilege,Xoconusco,1219,2014,70%,Canada,2.5
ChocoReko,Patanemo,1454,2015,77%,Japan,3
Chocosol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",682,2011,65%,Canada,3.25
Chocovic,Xoconusco,478,2010,71%,Spain,3.25
Chocovic,Sambirano,478,2010,71%,Spain,3.5
Chocovic,Kendari,439,2009,60%,Spain,3.25
Chocovic,Tarakan,439,2009,75%,Spain,3.25
Chocovic,Ocumare,209,2008,71%,Spain,3.5
Chocovic,"Bolivar, Guaranda",117,2007,71%,Spain,2.5
Chocovic,Guyave,117,2007,71%,Spain,2.5
Chocovic,Maragda,117,2007,70%,Spain,3
Chocovivo,Tabasco,1522,2015,65%,U.S.A.,2.5
Chocovivo,Tabasco,1522,2015,75%,U.S.A.,2.5
Choklat,Ocumare,377,2009,80%,Canada,2.5
Choklat,"Porcelana, Tabasco",377,2009,70%,Canada,2.75
Choklat,Brazilian,377,2009,70%,Canada,3
Choklat,Brazilian,377,2009,80%,Canada,3
Choklat,Ocumare,377,2009,70%,Canada,3
Chokolat Elot (Girard),Guadeloupe,1149,2013,42%,Martinique,2.75
Choocsol,"Chiapas, Lacandon Jungle, Oaxacom Mtn",1832,2016,75%,Canada,3.25
Christopher Morel (Felchlin),"Maranon Canyon, Fortunato No. 4",666,2011,68%,Canada,3.75
Chuao Chocolatier,Choroni,445,2009,61%,U.S.A.,3
Chuao Chocolatier (Pralus),Chuao,486,2010,77%,U.S.A.,2.75
Claudio Corallo,Terreiro Velho P.,470,2010,73.50%,Sao Tome,3.75
Claudio Corallo,Terreiro Velho P. w/ sugar crystals,209,2008,80%,Sao Tome,3
Claudio Corallo,Terreiro Velho P.,227,2008,75%,Sao Tome,4
Claudio Corallo,Principe,252,2008,100%,Sao Tome,1
Cloudforest,"Camino Verde P., Balao, Guayas, 2014",1486,2015,73%,U.S.A.,3.5
Coleman & Davis,Sambirano,1646,2015,75%,U.S.A.,3
Compania de Chocolate (Salgado),Sur del Lago,579,2010,70%,Argentina,3.25
Compania de Chocolate (Salgado),Carenero Superior,292,2008,80%,Argentina,2.75
Compania de Chocolate (Salgado),Moxos,292,2008,72%,Argentina,3.25
Compania de Chocolate (Salgado),Ocumare,292,2008,70%,Argentina,3.75
Compania de Chocolate (Salgado),Esmeraldas,296,2008,88%,Argentina,2.75
Condor,Camino Verde,1630,2015,76%,U.S.A.,3.5
Confluence,"Tien Giang, 2015, batch 10-2-16",1916,2016,78%,U.S.A.,2.75
Coppeneur,"Ecuador, Puristique",1169,2013,65%,Germany,3.25
Coppeneur,Ghana Puristique,813,2012,85%,Germany,3.5
Coppeneur,Ecuador Puristique,817,2012,100%,Germany,1.5
Coppeneur,Uba Budo,821,2012,72%,Germany,3.75
Coppeneur,Madagascar,959,2012,70%,Germany,3.5
Coppeneur,Grenada,470,2010,72%,Germany,3.25
Coppeneur,Chuao,478,2010,70%,Germany,3
Coppeneur,"Los Rios, H. Iara",558,2010,72%,Germany,2.5
Coppeneur,Trinidad,558,2010,72%,Germany,3
Coppeneur,Jamaica,558,2010,72%,Germany,3.25
Coppeneur,Ocumare 61,558,2010,72%,Germany,3.25
Coppeneur,"Porcelana, Apotequil",341,2009,72%,Germany,3
Coppeneur,"Porcelana, Apotequil",445,2009,62%,Germany,3.25
Coppeneur,Chuao 100hr,451,2009,70%,Germany,3.5
Coppeneur,Chuao 70hr,451,2009,70%,Germany,3.75
Coppeneur,"Porcelana, Tabasco, Mexico",220,2008,72%,Germany,3
Coppeneur,"Porcelana, Venezuela",220,2008,72%,Germany,3
Coppeneur,"Sambirano, Menava P.",196,2007,72%,Germany,3
Cote d' Or (Kraft),Sensations Intense,48,2006,70%,Belgium,1
Cravve,New Ireland,1283,2014,70%,Australia,2.5
Cravve,"Vanuatu, batch 2410",1335,2014,83%,Australia,2.75
Cravve,"Tanzania, batch a1",971,2012,75%,Australia,3.25
Cravve,"Bahia, batch a1213",975,2012,65%,Australia,3.25
Cravve,"Namau Village, N. Taileva P., batch a2812",975,2012,67%,Australia,3.25
Cravve,Vanuatu,975,2012,64%,Australia,3.25
Cravve,Djual Island,975,2012,75%,Australia,3.5
Creo,"""heirloom"", Arriba Nacional",1736,2016,85%,U.S.A.,3.25
Creo,"""heirloom"", Arriba Nacional",1736,2016,73%,U.S.A.,3.75
Daintree,Goodman Estate,1654,2015,70%,Australia,2.75
Daintree,"Daintree Estates, N. Queensland",785,2011,70%,Australia,3.25
Dalloway,"Dominican Republic, batch 7",1928,2017,72%,U.S.A.,2.75
Damson,Robson Estate,1610,2015,70%,U.K.,3
Damson,Los Rios,1610,2015,70%,U.K.,3.5
Damson,Crayfish Bay aka Non Pariel Estate,1666,2015,70%,U.K.,2.25
Damson,O'Payo,1666,2015,70%,U.K.,2.75
Dandelion,"Zorzal Reserva, 2015 H., Kerchner",1816,2016,70%,U.S.A.,3.75
Dandelion,"Maya Mtn., Break Bar- Snark",1446,2015,70%,U.S.A.,3
Dandelion,Maya Mountain,1219,2014,70%,U.S.A.,3.5
Dandelion,"Camino Verde P., Balao, Guayas, 2013",1295,2014,70%,U.S.A.,3.5
Dandelion,Buto,1303,2014,70%,U.S.A.,2.75
Dandelion,"San Francisco de Macoris, Cibao region",1387,2014,70%,U.S.A.,3.75
Dandelion,"Cumboto, farmer Jose Lugo",1026,2013,70%,U.S.A.,2.75
Dandelion,Patanemo,1026,2013,70%,U.S.A.,3.25
Dandelion,"Mantuano, 2012",1085,2013,70%,U.S.A.,3.5
Dandelion,Papua New Guinea,1153,2013,70%,U.S.A.,3.5
Dandelion,Upala,805,2012,70%,U.S.A.,3
Dandelion,Colombian,805,2012,70%,U.S.A.,3.25
Dandelion,"Elvesia, 2011",915,2012,70%,U.S.A.,3.75
Dandelion,Dominican Republic,654,2011,70%,U.S.A.,3.25
Dandelion,Madagascar,654,2011,70%,U.S.A.,3.25
Dandelion,Tanzania,654,2011,70%,U.S.A.,3.25
Danta,Los Ujuxtes,1223,2014,82%,Guatemala,3.25
Danta,Chuao,987,2012,75%,Guatemala,3
Danta,Los Ujuxtes,987,2012,70%,Guatemala,3.75
Danta,Sambirano,987,2012,70%,Guatemala,3.75
Danta,Las Acacias E.,987,2012,70%,Guatemala,4
Danta,"Oscuro, Finca Chimelb",991,2012,70%,Guatemala,3.25
Danta,Los Ujuxtes,661,2011,60%,Guatemala,3.5
Danta,Las Acacias E.,423,2009,75%,Guatemala,3
Danta,Las Acacias E.,423,2009,60%,Guatemala,3.25
DAR,"Venezuela, batch 122",1920,2016,72%,U.S.A.,2.75
DAR,Vietnam,1920,2016,72%,U.S.A.,3
DAR,"DUO, batch 002",1920,2016,70%,U.S.A.,3.25
Dark Forest,Bolivia,1708,2016,75%,U.S.A.,3.25
Dark Forest,Madagascar,1550,2015,70%,U.S.A.,3
Dark Forest,Ocumare,1550,2015,70%,U.S.A.,3.25
Dark Forest,Tanzania,1554,2015,70%,U.S.A.,3
Dark Forest,Ecuador,1554,2015,70%,U.S.A.,3.25
Davis,Ghana,1093,2013,70%,U.S.A.,2.5
Davis,Rainforest,1093,2013,70%,U.S.A.,2.75
Davis,Venezuela,1093,2013,70%,U.S.A.,2.75
Davis,West Africa,907,2012,58%,U.S.A.,3.25
De Mendes,"Nativo, Varzea",1462,2015,72%,Brazil,3.5
De Mendes,"Selvagem, Jari",1462,2015,65%,Brazil,3.5
De Villiers,Bundibugyo District,1832,2016,70%,South Africa,2.5
De Villiers,"Sambirano Valley, batch 2477",1832,2016,70%,South Africa,3
Dean and Deluca (Belcolade),Madagascar,170,2007,66%,U.S.A.,2.5
Dean and Deluca (Belcolade),Costa Rica,175,2007,64%,U.S.A.,3
Dean and Deluca (Belcolade),Ecuador,175,2007,71%,U.S.A.,3
Dean and Deluca (Belcolade),Ghana,175,2007,60%,U.S.A.,3
Dean and Deluca (Belcolade),Papua New Guinea,180,2007,64%,U.S.A.,3
Dean and Deluca (Belcolade),Peru,180,2007,64%,U.S.A.,3
Debauve & Gallais (Michel Cluizel),Papua New Guinea,423,2009,64%,France,3
Debauve & Gallais (Michel Cluizel),Venezuela,263,2008,66%,France,3.75
Desbarres,"Kilombero, batch 41",1916,2016,72%,Canada,2.5
DeVries,Bolivian,241,2008,80%,U.S.A.,2.75
DeVries,Costa Rica,166,2007,77%,U.S.A.,3.5
DeVries,Dominican Republic,166,2007,77%,U.S.A.,3.5
Dick Taylor,Lanquin Estate,1952,2017,70%,U.S.A.,3.75
Dick Taylor,Tien Giang,1864,2016,78%,U.S.A.,3.5
Dick Taylor,"Alto Beni, Wild Harvest, Limited Ed.",1634,2015,70%,U.S.A.,3.75
Dick Taylor,Elvesia,1235,2014,74%,U.S.A.,3.5
Dick Taylor,"Ecuador, Choc. Garage Exclusive",1034,2013,70%,U.S.A.,3.25
Dick Taylor,Camino Verde,1193,2013,76%,U.S.A.,3.5
Dick Taylor,Bolivia,895,2012,75%,U.S.A.,2.75
Dick Taylor,Belize,955,2012,72%,U.S.A.,2.75
Dick Taylor,Sambirano,661,2011,80%,U.S.A.,2.75
Dick Taylor,Sambirano,661,2011,72%,U.S.A.,3
Dick Taylor,Mantuano,682,2011,75%,U.S.A.,2.75
Dick Taylor,La Red,769,2011,74%,U.S.A.,3
Dick Taylor,Ecuador,769,2011,70%,U.S.A.,3.25
Doble & Bignall,Puerto Cabello,1688,2015,85%,U.K.,3
Doble & Bignall,"Panama, Raven",1371,2014,72%,U.K.,3.25
Doble & Bignall,"Puerto Cabello, Mantuano",1371,2014,72%,U.K.,3.25
Doble & Bignall,Johe,1407,2014,72%,U.K.,3.5
Dole (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,70%,U.S.A.,3.75
Dolfin (Belcolade),Africa,304,2008,88%,Belgium,3
Dolfin (Belcolade),Noir,63,2006,70%,Belgium,1.5
Domori,Hacienda Victoria,1672,2015,70%,Italy,3.75
Domori,Ocumare 77,1672,2015,70%,Italy,3.75
Domori,"IL100, H. San Jose",1109,2013,100%,Italy,3
Domori,Morogoro,863,2012,70%,Italy,3.5
Domori,Guasare,863,2012,70%,Italy,3.75
Domori,"Canoabo, Hacienda San Jose",693,2011,70%,Italy,3.5
Domori,"Chuao, Hacienda San Jose",470,2010,70%,Italy,3
Domori,"Carupano, H. San Jose",227,2008,70%,Italy,3
Domori,Teyuna,272,2008,70%,Italy,3
Domori,Blend No. 1,272,2008,78%,Italy,3.5
Domori,Ilblend,272,2008,70%,Italy,3.75
Domori,Porcelana,111,2007,70%,Italy,4
Domori,"Ocumare 61, Puertomar",129,2007,75%,Italy,3.25
Domori,Granella,135,2007,60%,Italy,3.25
Domori,Madagascar,135,2007,70%,Italy,3.5
Domori,Madagared,192,2007,70%,Italy,3.5
Domori,"Java, Javablond",192,2007,70%,Italy,3.75
Domori,Ecuador,192,2007,70%,Italy,4
Domori,"Ocumare 67, Puertofino",192,2007,70%,Italy,4
Domori,Sur del Lago Classificado,87,2006,70%,Italy,3
Domori,Apurimac,87,2006,70%,Italy,3.25
Domori,Carenero Superior,87,2006,70%,Italy,3.5
Dormouse,Non Pariel Estate,1880,2016,75%,U.K.,2.75
Dormouse,"Rio Caribe, Batch 7",1672,2015,70%,U.K.,2.5
Dormouse,"Colombia, Batch 9",1676,2015,80%,U.K.,2.75
Dormouse,"Madagascar, Batch 8",1676,2015,77%,U.K.,2.75
Duffy's,"Rio Dulce, Xoco",1662,2015,70%,U.K.,4
Duffy's,"Chuno, Xoco",1331,2014,70%,U.K.,3.5
Duffy's,"Rico Rugoso, Xoco",1331,2014,76%,U.K.,3.75
Duffy's,Ocumare,923,2012,72%,U.K.,3.75
Duffy's,"Indio Rojo, Xoco",623,2011,72%,U.K.,3.75
Duffy's,Dominican Republic,661,2011,65%,U.K.,3.5
Duffy's,"Bocas del Toro, Tierra Oscura",697,2011,72%,U.K.,3
Duffy's,"Nicaliso, Xoco",697,2011,71%,U.K.,3.25
Duffy's,Ocumare,765,2011,71%,U.K.,3.5
Duffy's,Panama,516,2010,70%,U.K.,3.5
Duffy's,"Corazon del Ecuador, Calceta beans",516,2010,72%,U.K.,3.75
Duffy's,Star of Ecuador,523,2010,70%,U.K.,2.5
Duffy's,Star of Peru,523,2010,70%,U.K.,3.75
Dulcinea,Dominican Republic,1506,2015,70%,U.S.A.,3.25
Durand,Madagascar,841,2012,82%,France,2.75
Durci,"Maranon, Joya Rara",1626,2015,70%,U.S.A.,3.5
Durci,"Rio Caribe, Tepui Treasure",1626,2015,70%,U.S.A.,3.5
Durci,Taino Secret,1630,2015,70%,U.S.A.,3.25
Durci,"Carenero, Empyrean Sabor",1630,2015,70%,U.S.A.,3.25
Durci,Corona Arriba,1630,2015,70%,U.S.A.,4
East Van Roasters,Peru,1343,2014,70%,Canada,3.25
East Van Roasters,Madagascar,1343,2014,70%,Canada,3.5
East Van Roasters,Dominican Republic,1343,2014,70%,Canada,3.75
Eau de Rose,Tumaco,1812,2016,70%,Canada,3.25
Eau de Rose,Arauca,1812,2016,70%,Canada,3.25
Eclat (Felchlin),"Maranon, Good & Evil, w/ nibs",919,2012,72%,U.S.A.,2.75
Edelmond,Porcelana,1876,2016,68%,Germany,3
El Ceibo,"Alto Beni, Covendo Region",709,2011,75%,Bolivia,3.75
El Ceibo,Alto Beni,252,2008,71%,Bolivia,2.75
El Rey,San Joaquin,1662,2015,70%,Venezuela,3.75
El Rey,"Rio Caribe, Cariaco",439,2009,60.50%,Venezuela,2.75
El Rey,"Rio Caribe, Macuro",439,2009,70%,Venezuela,3
El Rey,"Carenero Superior, Apamate",206,2008,74%,Venezuela,2.5
El Rey,"Carenero Superior, Bucare",206,2008,58%,Venezuela,2.5
El Rey,"Carenero Superior, Mijao",206,2008,61%,Venezuela,3
El Rey,"Carenero Superior, Gran Saman",32,2006,70%,Venezuela,2.75
Emerald Estate,Emerald Estate,1137,2013,60%,St. Lucia,2.75
Emerald Estate,Emerald Estate,1137,2013,70%,St. Lucia,3.25
Emily's,Patanemo,1450,2015,79%,Japan,3
Emily's,Peru,1454,2015,78%,Japan,3.5
ENNA,"Wampusirpi, batch 007",1916,2016,75%,U.S.A.,3.25
Enric Rovira (Claudio Corallo),Terreiro Velho P.,565,2010,80%,Spain,3.25
Erithaj (A. Morin),Ben Tre,1205,2014,70%,France,3.25
Erithaj (A. Morin),Ham Luong,1209,2014,80%,France,3
Erithaj (A. Morin),Ba Lai,1209,2014,74%,France,3.25
Escazu,Rio Caribe,903,2012,70%,U.S.A.,2.75
Escazu,Guapiles,414,2009,65%,U.S.A.,2
Escazu,Carenero Superior,423,2009,81%,U.S.A.,3.5
Escazu,"Carenero, Guapiles, Ocumare blend",431,2009,74%,U.S.A.,2.75
Escazu,Ocumare,252,2008,72%,U.S.A.,3
Ethel's Artisan (Mars),"Peru, Madagascar",666,2011,55%,U.S.A.,2.5
Ethel's Artisan (Mars),Trinidad,666,2011,55%,U.S.A.,2.5
Ethel's Artisan (Mars),Porcelana,666,2011,70%,U.S.A.,2.5
Ethel's Artisan (Mars),Red Vanilla,666,2011,62%,U.S.A.,2.75
Ethel's Artisan (Mars),"Venezuela, Trinidad",672,2011,62%,U.S.A.,2.5
Ethereal,Belize,1275,2014,80%,U.S.A.,3
Ethereal,Ecuador,1275,2014,80%,U.S.A.,3.5
Ethereal,Dominican Republic,1275,2014,80%,U.S.A.,3.75
Fearless (AMMA),"Monte Alegre, D. Badaro, Raw, Organic",565,2010,75%,U.S.A.,2.75
Feitoria Cacao,Blue Mountain,1732,2016,76%,Portugal,3
Feitoria Cacao,Cuyagua,1736,2016,76%,Portugal,2.5
Feitoria Cacao,Maya Mountain,1736,2016,76%,Portugal,2.75
Felchlin,Grenada,494,2010,58%,Switzerland,3.5
Felchlin,Supremo- SF,105,2006,62%,Switzerland,2
Felchlin,Elvesia P.,105,2006,74%,Switzerland,3
Felchlin,"Madagascar, Grand Cru",48,2006,64%,Switzerland,3
Felchlin,Maracaibo Clasificado,48,2006,65%,Switzerland,3
Felchlin,Arriba,48,2006,72%,Switzerland,3.5
Felchlin,"Alto Beni, Cru Savage",56,2006,68%,Switzerland,4
Finca,Puerto Rico,1283,2014,65%,U.S.A.,2.25
Finca,Dominican Republic,1283,2014,80%,U.S.A.,3
Finca,Dominican Republic,1283,2014,70%,U.S.A.,3.25
Finca,Dominican Republic,1287,2014,85%,U.S.A.,2.5
Forever Cacao,Rio Eni,1267,2014,72%,U.K.,2.75
Forteza (Cortes),Dominican Republic,1776,2016,70%,Puerto Rico,2.75
Forteza (Cortes),Puerto Rico,1776,2016,80%,Puerto Rico,2.75
Fossa,"Akesson's E., Sambirano V.",1772,2016,70%,Singapore,2.75
Fossa,"Camino Verde P., Balao, Guayas",1776,2016,75%,Singapore,3.5
Fossa,"Kokoa Kamili Coop, Kilombero",1776,2016,67%,Singapore,3.75
Franceschi,Choroni,1355,2014,70%,Venezuela,3.5
Franceschi,Ocumare,1355,2014,70%,Venezuela,3.75
Franceschi,Canoabo,911,2012,70%,Venezuela,3.75
Franceschi,Sur del Lago,915,2012,60%,Venezuela,3.5
Frederic Blondeel,Costa Rica,1538,2015,70%,Belgium,3.5
Frederic Blondeel,Peru Brutus,1538,2015,75%,Belgium,3.5
Frederic Blondeel,Vietnam,1542,2015,80%,Belgium,3
Frederic Blondeel,Ghana,1351,2014,60%,Belgium,3.5
Frederic Blondeel,Madagascar,1351,2014,65%,Belgium,3.5
French Broad,"Norandino, batch 161208",1940,2017,70%,U.S.A.,3.5
French Broad,Guatemala,1634,2015,73%,U.S.A.,3.5
French Broad,San Andres,1209,2014,80%,U.S.A.,3
French Broad,Matagalpa,1295,2014,68%,U.S.A.,3.25
French Broad,"Palo Blanco, Chulucanas",1042,2013,66%,U.S.A.,3.5
French Broad,Tumbes Coop,883,2012,70%,U.S.A.,2.5
French Broad,"Palo Blanco, Chulucanas",883,2012,61%,U.S.A.,3.5
French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,81%,U.S.A.,2
French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,70%,U.S.A.,3.5
French Broad,La Red,785,2011,65%,U.S.A.,3.5
Fresco,"Maranon, #228, MR, SC",1383,2014,70%,U.S.A.,3
Fresco,"Maranon, #227, LR, MC",1383,2014,70%,U.S.A.,3.5
Fresco,"Maranon, #229, MR, LC",1383,2014,70%,U.S.A.,3.5
Fresco,"Maranon, #230, DR, LC",1387,2014,70%,U.S.A.,3.5
Fresco,"Conacado, #223, MR, SC",1030,2013,72%,U.S.A.,3.25
Fresco,"Conacado, #224, MR, MC",1081,2013,72%,U.S.A.,3.75
Fresco,"San Martin, Bellavista Coop, #226, DR, MC",1117,2013,70%,U.S.A.,3.75
Fresco,"Bellavista Coop, #225, LR, MC, CG Exclusive",1149,2013,70%,U.S.A.,4
Fresco,"Markham Valley, #219, LR, MC",899,2012,69%,U.S.A.,3.5
Fresco,"Markham Valley, #221, DR, MC",899,2012,69%,U.S.A.,3.5
Fresco,"Sambirano Valley, #216, MR, LC",915,2012,74%,U.S.A.,4
Fresco,"Markham Valley, #220, MR, MC",927,2012,69%,U.S.A.,4
Fresco,"Markham Valley, #222, LR, 0C",931,2012,69%,U.S.A.,3
Fresco,"Ghana, #211, MR, MC",636,2011,74%,U.S.A.,2.75
Fresco,"Jamaica, #209, DR, SC",642,2011,70%,U.S.A.,3.25
Fresco,"Conacado, #212, LR, SC",642,2011,72%,U.S.A.,3.5
Fresco,"Jamaica, #210, DR, MC",642,2011,70%,U.S.A.,3.5
Fresco,"Sambirano Valley, #214, LR, MC",682,2011,74%,U.S.A.,2.75
Fresco,"Conacado, #213, DR, -C",682,2011,72%,U.S.A.,3.25
Fresco,"Sambirano Valley, #215, MR, MC",688,2011,74%,U.S.A.,3
Fresco,"Chuao, #218, MR, MC",745,2011,76%,U.S.A.,3.25
Fresco,"Chuao, #217, DR, MC",745,2011,70%,U.S.A.,4
Fresco,"Jamaica, #204, DR, SC",370,2009,80%,U.S.A.,2.75
Fresco,"Jamaica, #206, DR, LC",370,2009,70%,U.S.A.,3
Fresco,"Jamaica, #205, DR, MC",370,2009,70%,U.S.A.,3.25
Fresco,"Carenero Superior, #203, MR, SC",370,2009,65%,U.S.A.,3.5
Friis Holm,"Rugoso, Bad Fermentation",1912,2016,70%,Denmark,3.5
Friis Holm (Bonnat),La Dalia,1680,2015,60%,Denmark,3
Friis Holm (Bonnat),La Dalia,1680,2015,85%,Denmark,3.25
Friis Holm (Bonnat),La Dalia,1259,2014,70%,Denmark,3.5
Friis Holm (Bonnat),"Barba, Xoco",1034,2013,70%,Denmark,3.25
Friis Holm (Bonnat),"Medagla, Xoco",1034,2013,70%,Denmark,3.5
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,70%,Denmark,3.25
Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,70%,Denmark,3.25
Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,70%,Denmark,3.25
Friis Holm (Bonnat),"Rugoso, Xoco",923,2012,70%,Denmark,3.75
Friis Holm (Bonnat),"Johe, Xoco",623,2011,70%,Denmark,3.25
Friis Holm (Bonnat),"Chuno, Xoco",623,2011,70%,Denmark,3.5
Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,70%,Denmark,3.5
Fruition,"Wild Bolivian, Batch 2",1780,2016,74%,U.S.A.,3.75
Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,74%,U.S.A.,4
Fruition,Gran Couva,1347,2014,70%,U.S.A.,3.75
Fruition,Maranon,1359,2014,76%,U.S.A.,3
Fruition,La Red,1046,2013,70%,U.S.A.,3.75
Fruition,Camino Verde,1185,2013,75%,U.S.A.,3
Fruition,Peru,863,2012,70%,U.S.A.,2.5
Fruition,Signature Blend,753,2011,66%,U.S.A.,3.25
Fruition,Costa Rica,781,2011,70%,U.S.A.,3
Garden Island,"Kaua'I, Alea Estate +world",1367,2014,85%,U.S.A.,2.5
Georgia Ramon,Akesson P.,1642,2015,65%,Germany,3.25
Georgia Ramon,ABOCFA Coop,1642,2015,70%,Germany,4
Georgia Ramon,Conacado Coop,1646,2015,70%,Germany,3.5
Georgia Ramon,Conacado Coop,1646,2015,80%,Germany,3.5
Georgia Ramon,Akesson P.,1646,2015,75%,Germany,3.5
Glennmade,"Toledo District, 2015 Harvest",1848,2016,70%,U.S.A.,3.5
Glennmade,Bahia,1672,2015,66%,U.S.A.,3
Goodnow Farms,"Almendra Blanca, batch 1004",1924,2016,77%,U.S.A.,2.75
Goodnow Farms,"El Carmen, batch 1003",1924,2016,77%,U.S.A.,3.25
Goodnow Farms,"Asochivite, batch 1005",1924,2016,77%,U.S.A.,3.25
Grand Place,"Ben Tre, Dong Nai",741,2011,72%,Vietnam,3
Green & Black's (ICAM),Dark,15,2006,70%,U.K.,2.5
Green Bean to Bar,Madagascar,1896,2016,70%,Japan,3.5
Grenada Chocolate Co.,Grenada,494,2010,82%,Grenada,3.25
Grenada Chocolate Co.,Grenada,363,2009,60%,Grenada,2.75
Grenada Chocolate Co.,Grenada,241,2008,71%,Grenada,2.5
Guido Castagna,Arriba,355,2009,64%,Italy,3
Guido Castagna,Ghana,355,2009,64%,Italy,3
Guido Castagna,Trinidad & Tobago,355,2009,64%,Italy,3
Guido Castagna,Lacri Blend,355,2009,76%,Italy,3
Guido Castagna,Blend,355,2009,64%,Italy,3.25
Guittard,"Epique, Blend No. 49",1602,2015,70%,U.S.A.,3.75
Guittard,Haiti,1053,2013,65%,U.S.A.,2.75
Guittard,Nicaragua,1053,2013,65%,U.S.A.,2.75
Guittard,Jamaica,1053,2013,65%,U.S.A.,3.25
Guittard,Ecuador,1053,2013,65%,U.S.A.,3.5
Guittard,Coucher du Soleil,654,2011,72%,U.S.A.,2.75
Guittard,Lever du Soleil,654,2011,61%,U.S.A.,3.25
Guittard,Onyx,654,2011,72%,U.S.A.,3.25
Guittard,Trinidad,552,2010,65%,U.S.A.,3
Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,55%,U.S.A.,3
Guittard,Nocturne,387,2009,91%,U.S.A.,3
Guittard,Complexite,387,2009,70%,U.S.A.,3.5
Guittard,Machu Pichu,259,2008,65%,U.S.A.,3
Guittard,Special Maker Reserve,276,2008,64%,U.S.A.,3
Guittard,Ocumare,276,2008,65%,U.S.A.,3.5
Guittard,Quetzalcoatl,147,2007,72%,U.S.A.,3.5
Guittard,Chucuri,15,2006,65%,U.S.A.,3
Guittard,Sur del Lago,87,2006,65%,U.S.A.,2.5
Guittard,"Sambirano, Ambanja",87,2006,65%,U.S.A.,3.5
Guittard,"Los Rios, Quevedo",93,2006,65%,U.S.A.,3.5
Guittard,Tsaranta,93,2006,61%,U.S.A.,3.5
Guittard,Semisweet,99,2006,61%,U.S.A.,3
Habitual,Papua New Guinea,1197,2014,80%,Canada,2.75
Habitual,Campesino w/ nibs,1197,2014,74%,Canada,2.75
Habitual,Dominican Republic,1197,2014,75%,Canada,3.25
Habitual,Trinitario,1197,2014,70%,Canada,3.5
Habitual,Downtown London,1201,2014,65%,Canada,2.75
Habitual,Africa meets Latina,1201,2014,70%,Canada,3
Habitual,Amazonas,1201,2014,80%,Canada,3
Habitual,Sharkey,1201,2014,66%,Canada,3.25
Habitual,one hundred,1205,2014,100%,Canada,2
Hachez,Arriba,166,2007,77%,Germany,2.5
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,55%,Ecuador,2.75
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,70%,Ecuador,3
Haigh,South America and Africa,701,2011,70%,Australia,3
Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,85%,U.S.A.,3.25
Harper Macaw,Brazil Blend,1696,2015,67%,U.S.A.,3
Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,77%,U.S.A.,3.5
Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,74%,U.S.A.,3.5
Heilemann,Peru,1876,2016,64%,Germany,2.75
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,70%,U.S.A.,3.25
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,74%,U.S.A.,3.5
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,67%,U.S.A.,3.5
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,67%,U.S.A.,3
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,67%,U.S.A.,3.75
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243,2014,67%,U.S.A.,3.75
Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",1744,2016,72%,U.S.A.,3.5
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,70%,U.S.A.,3.5
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,77%,U.S.A.,3.5
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,68%,U.S.A.,3.75
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,72%,U.S.A.,4
hello cocoa,Uganda,1458,2015,57%,U.S.A.,2.75
hello cocoa,Venezuela,1462,2015,74%,U.S.A.,3.5
hexx,Tanzania,1546,2015,70%,U.S.A.,2.75
